ID,AID,Type,LinkID
1461,1461,1,11040
1462,1462,1,11043
1463,1463,1,18152
1464,1464,1,18160
1465,1465,1,11056
1466,1466,1,11058
1467,1467,1,11068
1468,1468,1,11073
1469,1469,1,11865
1470,1470,1,11076
1471,1471,1,11081
1472,1472,1,11086
1473,1473,1,11089
1474,1474,1,11854
1475,1475,1,11100
1476,1476,1,11103
1477,1477,1,11101
1478,1478,1,11096
1479,1479,1,11094
1480,1480,1,11090
1481,1481,1,11080
1482,1482,1,11076
1483,1483,1,11074
1484,1484,1,11074
1485,1485,1,11857
1486,1486,1,11073
1487,1487,1,11069
1488,1488,1,18246
1489,1489,1,18245
1490,1490,1,18252
1491,1491,1,11060
1492,1492,1,11056
1493,1493,1,11053
1494,1494,1,11046
1495,1495,1,11045
1496,1496,1,11044
1497,1497,1,11044
1498,1498,1,11043
1499,1499,1,11042
1500,1500,1,11041
1501,1501,1,11038
1502,1502,1,12402
1503,1503,1,12271
1504,1504,1,11035
1505,1505,1,11034
1506,1506,1,11031
1507,1507,1,11030
1508,1508,1,11028
1509,1509,1,11027
1510,1510,1,18007
1511,1511,1,11020
1512,1512,1,11018
1513,1513,1,18027
1514,1514,1,12347
1515,1515,1,12350
1516,1516,1,12351
1517,1517,1,12354
1518,1518,1,12353
1519,1519,1,12355
1520,1520,1,12359
1521,1521,1,18073
1522,1522,1,12364
1523,1523,1,12368
1524,1524,1,12369
1525,1525,1,12373
1526,1526,1,12374
1527,1527,1,12376
1528,1528,1,12380
1529,1529,1,12389
1530,1530,1,12392
1531,1531,1,12393
1532,1532,1,12274
1533,1533,1,12280
1534,1534,1,12282
1535,1535,1,12289
1536,1536,1,12304
1537,1537,1,12306
1538,1538,1,12310
1539,1539,1,12317
1540,1540,1,12322
1541,1541,1,18120
1542,1542,1,12182
1543,1543,1,12188
1544,1544,1,12194
1545,1545,1,12200
1546,1546,1,12207
1547,1547,1,12212
1548,1548,1,12220
1549,1549,1,12234
1550,1550,1,12240
1551,1551,1,12093
1552,1552,1,12094
1553,1553,1,12095
1554,1554,1,12097
1555,1555,1,12101
1556,1556,1,12107
1557,1557,1,12117
1558,1558,1,12122
1559,1559,1,12136
1560,1560,1,12142
1561,1561,1,12146
1562,1562,1,12149
1563,1563,1,12153
1564,1564,1,11975
1565,1565,1,11971
1566,1566,1,11935
1567,1567,1,11933
1568,1568,1,11930
1569,1569,1,11926
1570,1570,1,11922
1571,1571,1,11982
1572,1572,1,11984
1573,1573,1,11987
1574,1574,1,11988
1575,1575,1,11990
1576,1576,1,11993
1577,1577,1,11999
1578,1578,1,12009
1579,1579,1,12019
1580,1580,1,12024
1581,1581,1,12030
1582,1582,1,12039
1583,1583,1,12043
1584,1584,1,12047
1585,1585,1,11867
1586,1586,1,11869
1587,1587,1,11871
1588,1588,1,11878
1589,1589,1,11886
1590,1590,1,11914
1591,1591,1,11903
1592,1592,1,11765
1593,1593,1,11786
1594,1594,1,11799
1595,1595,1,11800
1596,1596,1,11812
1597,1597,1,11848
1598,1598,1,11713
1599,1599,1,11725
1600,1600,1,11736
1601,1601,1,11742
1602,1602,1,11747
1603,1603,1,11749
1604,1604,1,11754
1605,1605,1,12684
1606,1606,1,12665
1607,1607,1,12663
1608,1608,1,12658
1609,1609,1,12653
1610,1610,1,12652
1611,1611,1,12651
1612,1612,1,12650
1613,1613,1,12642
1614,1614,1,12637
1615,1615,1,12629
1616,1616,1,12622
1617,1617,1,12609
1618,1618,1,12610
1619,1619,1,12618
1620,1620,1,12616
1621,1621,1,12615
1622,1622,1,12631
1623,1623,1,12650
1624,1624,1,12660
1625,1625,1,12668
1626,1626,1,12670
1627,1627,1,12672
1628,1628,1,18495
1629,1629,1,12679
1630,1630,1,12682
1631,1631,1,12682
1632,1632,1,12681
1633,1633,1,12700
1634,1634,1,12703
1635,1635,1,11616
1636,1636,1,11619
1637,1637,1,11774
1638,1638,1,18543
1639,1639,1,12689
1640,1640,1,11662
1641,1641,1,11658
1642,1642,1,18542
1643,1643,1,11667
1644,1644,1,11674
1645,1645,1,11668
1646,1646,1,11833
1647,1647,1,11159
1648,1648,1,11158
1649,1649,1,12645
1650,1650,1,11191
1651,1651,1,11192
1652,1652,1,18269
1653,1653,1,11195
1654,1654,1,12204
1655,1655,1,11205
1656,1656,1,12130
1657,1657,1,11214
1658,1658,1,11217
1659,1659,1,11218
1660,1660,1,11220
1661,1661,1,11222
1662,1662,1,11228
1663,1663,1,18014
1664,1664,1,11240
1665,1665,1,11404
1666,1666,1,11218
1667,1667,1,12617
1668,1668,1,11241
1669,1669,1,18580
1670,1670,1,18578
1671,1671,1,11172
1672,1672,1,11173
1673,1673,1,18463
